Game ID,word1,word2,word3,word4
435,PILLAR,ANCHOR,CORNERSTONE,BACKBONE
60,CHARM,PLEASE,TICKLE,DELIGHT
34,BUCK,BULL,JACK,BOAR
222,JACK,BUCK,TOM,BULL
260,MILL,PLANT,SHOP,FACTORY
43,GULL,BOOBY,PELICAN,PUFFIN
449,FULL,KING,QUEEN,TWIN
195,CAR,BOAT,TRAIN,PLANE
532,FELLOW,ATTENDING,RESIDENT,INTERN
220,CREAM,SYRUP,TABLET,CAPSULE
152,SPEAR,CLUB,MACE,SWORD
456,OK,FAIR,AVERAGE,SO-SO
6,WONDER,SIN,SEA,SISTER
265,SPOIL,BUMBLE,FLUFF,BLOW
35,TIN,LEAD,IRON,ZINC
138,GOLD,SILVER,COPPER,NICKEL
449,LEAD,MERCURY,GOLD,TIN
273,VEHICLE,MEANS,MEDIUM,CHANNEL
325,PICO,MICRO,MEGA,KILO
404,COLD,BUG,COUGH,CHILL
302,STANDARD,YARDSTICK,GAUGE,BENCHMARK
234,BABY,TOY,POCKET,MINI
6,GO,CHANCE,JAIL,BOARDWALK
102,CAR,BUS,TRUCK,MOTORCYCLE
210,WAVE,SWING,ROCK,SWAY
206,FLY,GLIDE,FLOAT,SOAR
388,DRIVE,PUSH,PROMPT,PROPEL
30,MOTHER,AIRPLANE,OKLAHOMA,THEM
102,ANIMAL,SCOOTER,BEAKER,GONZO
386,TRI,AB,QUAD,PEC
21,POP,RAP,JAZZ,PUNK
34,FUNK,COUNTRY,SOUL,BLUES
386,TRAP,POP,DUB,EMO
62,LA,TI,FA,DO
327,CURT,HAIRY,WANE,KNEEL
391,YANKEE,VICTOR,HOTEL,FOXTROT
118,DALE,CLIFF,BROOK,SAVANNA
1,HEAT,BUCKS,JAZZ,NETS
145,YET,STILL,HOWEVER,THOUGH
478,SPORTS,BUSINESS,ARTS,COMICS
330,HEART,NUCLEUS,CENTER,HUB
30,RAVEN,COWBOY,PACKER,BRONCO
457,HANDLE,DESIGNATION,MONIKER,SOBRIQUET
442,MIA,ELSEWHERE,GONE,ABSENT
92,2001,22,"20,000",451
457,MARKED,CLEAR,PRONOUNCED,STRIKING
230,IN,POPULAR,HOT,BIG
406,SAW,CHESTNUT,MAXIM,ADAGE
397,STRING,TRAIN,CHAIN,SERIES
161,DAWN,BIRTH,CREATION,START
203,CLUB,GROUP,PARTY,TEAM
27,HEART,KIDNEY,LIVER,LUNG
513,ABOUT,LOGIN,HOME,CONTACT
1,LEVEL,KAYAK,RACECAR,MOM
118,HANNAH,NATAN,EVE,OTTO
198,LEAF,PAGE,SHEET,FOLIO
477,FENCE,BOX,ROW,DIVE
27,SPINE,JACKET,COVER,PAGE
265,HINGE,LOCK,HANDLE,FRAME
189,BANK,MOUTH,BED,DELTA
226,WING,CABIN,NOSE,ENGINE
274,RUNWAY,TERMINAL,HANGAR,TARMAC
260,CORE,SEED,STEM,RIND
30,SPIRAL,ELBOW,SHELL,BOWTIE
305,ELBOW,BOWTIE,TUBE,WHEEL
499,NOVA,NATURE,MASTERPIECE,FRONTLINE
220,SOUP,POD,COAT,GREEN
72,SINGER,DANCER,STAND-UP,ACTOR
62,,NI,HE,FE
311,HEAD,CHAIR,DIRECTOR,CHIEF
184,BUG,HOUND,BADGER,NAG
259,BUGS,HOUNDS,BADGERS,NAGS
230,ICON,CHARACTER,SYMBOL,GLYPH
203,NICE,CHAMPAGNE,TOURS,DIJON
499,CHAMPAGNE,REUNION,NICE,ANGERS
173,STORE,OUTLET,MARKET,MALL
388,GYM,PARK,DUGOUT,COURTROOM
111,HEART,CLUB,DIAMOND,SPADE
34,BOUQUET,SCENT,FRAGRANCE,AROMA
372,SACK,ROB,LOOT,RAID
302,FOLD,CHECK,CALL,BET
273,SWIFT,MARS,GRANDE,STYLES
173,PIECE,SHARE,CUT,TAKE
327,SHORT,SPIKE,SURGE,OUTAGE
114,JABBER,BLATHER,CHAT,GAB
499,SUPER,EXTRA,HYPER,OVER
264,PARADE,TRAIN,FLEET,CARAVAN
220,PAD,SHIELD,CUSHION,BUFFER
126,WRENCH,YANK,TUG,JERK
42,PERIOD,HYPHEN,COLON,COMMA
479,BOWL,CRATE,BED,COLLAR
510,CHANCE,GAMBLE,BET,RISK
483,COUNT,NUMBER,TOTAL,AMOUNT
109,DRILL,GRIME,CRUNK,BOUNCE
206,TIP,40,PAIN,COLE
485,STARS,THUMBS,A-F,PERCENTAGE
110,METAL,PAPER,GLASS,PLASTIC
109,FLASH,SPARKLE,GLITTER,GLEAM
435,PARROT,QUOTE,ECHO,REPEAT
145,THERE,TUT,KNOCK,HEAR
102,CHEF,HOST,BARTENDER,SERVER
198,STEM,CHECK,CURB,LIMIT
118,AARON,KAREN,SHARON,DARREN
226,HOSE,FLEECE,STIFF,ROB
198,DRIVE,STREET,ALLEY,LANE
522,BOULDER,ANVIL,COYOTE,TNT
442,PUNK,GOTH,GLAM,METAL
34,ROCK,SHOOT,SCISSORS,PAPER
88,HORROR,PICTURE,SHOW,ROCKY
417,FIREWORKS,CHEMISTRY,SPARKS,ATTRACTION
145,WE,JELLY,FAMILY,FLUSH
517,COMB,ROOT,DIG,SIFT
42,DASH,BOLT,RACE,SPRINT
72,COMET,CUPID,VIXEN,DASHER
42,MASK,SNORKEL,TANK,FINS
326,RED,BLACK,BALTIC,PHILIPPINE
311,BROWN,FICTION,DOGS,UNCHAINED
542,SINK,RANGE,COUNTER,FRIDGE
193,HAMPER,IRON,DRYER,WASHER
305,PRINCE,BALL,SLIPPER,PUMPKIN
212,CART,CLUB,HOLE,TEE
478,MONTICELLO,EAGLE,TORCH,SHIELD
72,HEART,CARD,ROSE,CHOCOLATE
206,TICK,CHECK,X,MARK
184,FORK,PART,SPLIT,DIVIDE
103,FIRM,CONCRETE,SOLID,TANGIBLE
386,HI,OFF,MED,LO
6,BABY,ROYAL,MIDNIGHT,POWDER
264,FOREST,OLIVE,MINT,LIME
138,CHEEK,BRASS,NERVE,GALL
212,TRIANGLE,HORSESHOE,PITCHFORK,CIRCLE
203,DETAIL,RESOLUTION,DEFINITION,CLARITY
193,LEAD,DIRECT,GUIDE,STEER
442,HORROR,JOCK,WAVE,VALUE
126,COPY,SAVE,PRINT,FIND
233,WRIST,WRONG,ANSWER,TWO
184,SPOON,SCREEN,FOX,LINING
417,REVOLUTION,LAP,CYCLE,TURN
532,ROMAN,EAR,FRIEND,COUNTRYMAN
105,CLEAVER,PARTRIDGE,TANNER,BUNKER
302,NORMAL,DRY,OILY,COMBINATION
449,HEAD,THRONE,JOHN,CAN
92,BELL,7,CHERRY,BAR
144,VALLEY,DELL,GLEN,HOLLOW
114,PUMA,JORDAN,CONVERSE,VANS
103,FLOAT,SUNDAE,SHAKE,MALT
189,BREEZE,SNAP,CINCH,PICNIC
213,BEAUTY,PEACH,GEM,MARVEL
233,HEART,COURAGE,BRAIN,HOME
512,WHOOP,HAR-HAR,HOOT,YUK
517,ROLL,CLAP,RUMBLE,PEAL
477,GOLD,SEQUIN,DIAMOND,GLITTER
11,GINGER,BABY,SCARY,POSH
152,DILL,SAGE,NUTMEG,ANISE
11,CUMIN,CORIANDER,CLOVE,CARDAMOM
435,CANNONBALL,JACKKNIFE,BACKFLIP,BELLYFLOP
9,SQUASH,CRICKET,POLO,FENCING
523,SPIDER,DIABLO,VIPER,MUSTANG
60,DIAMOND,COURT,FIELD,RINK
184,BOWL,FIELD,DOME,ARENA
330,SHEET,CELL,FORMULA,SORT
302,MASS,MARY,WASH,KENT
62,MA,PA,CO,ME
457,SAID,SPOKE,TOLD,VOICED
181,RICE,NOTE,FINGERS,WICKET
210,FUNK,TANG,MUSK,ODOR
327,DIGEST,OUTLINE,BRIEF,ABSTRACT
224,NUTS,CHERRY,FUDGE,SPRINKLES
105,PRINCESS,DINOSAUR,MUSHROOM,PLUMBER
321,SURFACE,COSMETIC,EXTERNAL,SHALLOW
442,CHEERLEADER,CHAMPION,EXPONENT,ADVOCATE
479,STAR,CARET,HASH,BRACE
43,IRATE,FURIOUS,LIVID,INCENSED
325,LIME,SALSA,ONION,CILANTRO
301,SLIP,FALL,SPILL,TRIP
445,OBJECT,MIND,PROTEST,DISAPPROVE
213,META,APPLE,ALPHABET,AMAZON
11,SUGAR,BOO,SWEETIE,HONEY
523,LOVE,PUMPKIN,TREASURE,DARLING
326,SOIL,LAND,EARTH,GROUND
259,SUPER,COMPUTER,PIANO,TESTS
222,ROB,SWIPE,PINCH,STEAL
274,CLUB,BEANBAG,TORCH,RING
321,CRAWL,BABBLE,COO,NURSE
513,SHED,SCRATCH,KNEAD,PURR
226,CANDLE,CRAYON,SEAL,HONEYCOMB
483,CATALOG,LETTER,BILL,CARD
417,COOKIES,HISTORY,DATA,CACHE
301,CORSET,WASP,HOURGLASS,DIABOLO
212,BASKETBALL,CARROT,GOLDFISH,PUMPKIN
517,BOOK,TREE,TABLE,SALAD
456,SUN,TIDE,YO-YO,ELEVATOR
222,CHECK,BILL,TAB,INVOICE
210,BONE,LOCK,AFRO,FIGHT
144,COMPUTER,APPLE,PLANET,REACTOR
264,SKELETON,HEDGEHOG,BOOK,CACTUS
138,ELEPHANTS,CARS,TREES,SWIMMERS
536,DOLLY,SKATEBOARD,WAGON,ROLLERBLADE
11,ANGEL,BIRD,AIRPLANE,PEGASUS
198,THUMB,PICK,BLOW,HOLD
523,BAT,BLINK,FLUTTER,WINK
326,BOUNCE,BOOT,TOSS,EJECT
305,POKE,STICK,PROD,JAB
70,MINUTE,SLIGHT,SMALL,WEE
126,BABE,WILLY,BEETHOVEN,CHARLOTTE
326,BIG,SPLASH,SULLY,PHILADELPHIA
259,COMPANY,CATS,CABARET,ANNIE
126,FILE,HAMMER,LEVEL,SAW
9,TEE,TANK,CAMI,HALTER
485,HAND,DELIVER,PASS,GIVE
478,CROWN,RINGS,ROOTS,BARK
406,ASH,GUM,EBONY,CHERRY
327,BUY,SWALLOW,BELIEVE,ACCEPT
513,RETREAT,LEAVE,FLEE,WITHDRAW
92,24,BONES,FIREFLY,WEEDS
403,MESSENGER,CLUTCH,TOTE,SATCHEL
35,NICKEL,QUARTER,PENNY,DIME
456,HI,MA,PA,OR
147,STABLE,EVEN,LEVEL,STEADY
403,BRIEF,SHORT,DRAWER,BOXER
226,HEAD,BULB,EAR,STALK
273,SMALL,OUTSIDE,SLIM,REMOTE
388,WILD,REVERSE,DRAW,SKIP
536,BOOM,SPIKE,RISE,SURGE
510,DICE,CUBE,SLICE,JULIENNE
265,MATCH,TINDER,LOG,KINDLING
334,JACK,WRENCH,TIRE,CHOCK
426,WORD,PEEP,SOUND,NOISE
485,STRIPES,SORTS,TYPES,KINDS
9,CARROT,CORN,ONION,BEET
161,GRAND,AUGUST,NOBLE,REGAL
105,FISH,BIRD,REPTILE,MAMMAL
110,KEY,CENTRAL,VITAL,CRITICAL
479,TRACE,SHRED,TOUCH,HINT
138,LIBERTY,MERCURY,SKY,SPARKS
161,STEP,TREAD,MARCH,STRIDE
109,FISH,TRAP,HUNT,FORAGE
146,TRAIN,STUDY,DRILL,PRACTICE
173,WAX,THREAD,SHAVE,TWEEZE
517,PONY,BUN,TWIST,BRAID
146,ROPE,KNIFE,WRENCH,CANDLESTICK
21,OPERA,SAFARI,CHROME,EDGE
260,FEATHER,MIDDLE,LIGHT,HEAVY
1,SNOW,HAIL,RAIN,SLEET
404,BREACH,SING,DIVE,SPOUT
110,TEMPO,TIRED,ASSIGNMENT,DEFEAT
264,EROTIC,DEMOCRATIC,NOBLE,SAD
193,MYSELF,ONE,IODINE,IOTA
483,COIL,SEASON,BOUNCE,GEYSER
88,HARRY,MET,WHEN,SALLY
88,ROGER,WHO,FRAMED,RABBIT
403,LICENSE,SLACK,FREEDOM,LATITUDE
260,WIND,WING,WINE,WINK
477,TEMPLE,LIGHTHOUSE,PYRAMID,GARDENS
145,ARE,YOU,SEE,WHY
446,CANDY,CONTACT,WITNESS,SHADOW
417,LIBERTY,DINNER,TINKER,BAR
311,PEA,CHEST,HAZEL,COCO
230,HANDSOME,HIPPO,LEGEND,LIPID
274,WINDSOCK,TURNCOAT,FOXGLOVE,GUMSHOE
397,FRANK,DOG,LINK,BRAT
224,PEPPERS,FUZZY,SEASHELLS,WOODCHUCK
334,POPCORN,RAPTURE,SOULMATE,ROCKETRY
147,BICYCLE,TRILOGY,UNIFORM,QUADRANT
325,FAITH,MOLE,FOOT,CAPITOL
265,DRILL,GRINDER,SAW,ROUTER
189,SPIRAL,WIND,TWIST,COIL
391,PAPER,REPORT,ESSAY,ARTICLE
111,ACHE,LONG,PINE,THIRST
35,HALF,NECK,SO,AGAIN
210,DISCO,CRYSTAL,GUTTER,FOUL
114,SPEECH,WATER,LEAD,TRIAL
301,HONEY,BROWN,TEDDY,BOO-BOO
43,LOST,BEACH,BEASTIE,HARDY
42,JUNGLE,HOUSE,FAT,DOJA
513,CREAM,COTTAGE,GOAT,STRING
404,MAGIC,SIN,WINDY,MOTOR
151,DIVINE,SKETCH,PROP,BLACK
161,MAY,LABOR,EARTH,GROUNDHOG
321,SIDE,BUTTERFLY,DOMINO,PLACEBO
523,EGG,WITCH,JOB,SCAVENGER
330,BODY,SIGN,LOVE,ROMANCE
372,SAFETY,PUSH,BOBBY,HAIR
435,TALK,PIRATE,HAM,SATELLITE
522,CALIFORNIA,EGG,DRUM,HONOR
532,TIMES,TOWN,POCKET,PERFECT
213,WISDOM,BABY,EYE,SWEET
193,HIDDEN,SILICON,UNCANNY,DEATH
195,BLUE,STRAW,GOOSE,RASP
103,STAR,HOVER,KEY,DASH
445,SHOE,BULL,FOG,MATTER
457,WHEEL,PORTER,ROUGH,POWER
72,TASTE,SANTA,BOYS,LIEUTENANT
234,CELL,NUMBER,CONTACT,DIGITS
146,TICKET,BIKE,SPORTS,CIGARETTE
157,EW,PU,UGH,ICK
185,STOP,ENOUGH,UNCLE,MERCY
21,JO,MEG,BETH,AMY
224,RATS,SHOOT,DARN,CURSES
404,QUIET,EASY,ENOUGH,RELAX
157,SI,DA,JA,HAI
185,TOUGH,DOUGH,COUGH,BOUGH
