,Game ID,Word,Group Name,Group Level,Starting Row,Starting Column
92,6,Q-TIP,RAPPERS,2,4,1
93,6,SISTER,MEMBERS OF A SEPTET,3,4,2
94,6,BOARDWALK,MONOPOLY SQUARES,0,4,3
95,6,COMMON,RAPPERS,2,4,4
96,7,JOHN,SLANG FOR TOILET,2,1,1
97,7,CUB,BABY ANIMALS,1,1,2
98,7,STAR,___ FISH THAT AREN’T FISH,3,1,3
99,7,SILVER,___ FISH THAT AREN’T FISH,3,1,4
100,7,KNEE,LEG PARTS,0,2,1
101,7,THRONE,SLANG FOR TOILET,2,2,2
102,7,JOEY,BABY ANIMALS,1,2,3
103,7,JELLY,___ FISH THAT AREN’T FISH,3,2,4
104,7,CALF,BABY ANIMALS,1,3,1
105,7,ANKLE,LEG PARTS,0,3,2
106,7,CRAY,___ FISH THAT AREN’T FISH,3,3,3
107,7,HEAD,SLANG FOR TOILET,2,3,4
108,7,SHIN,LEG PARTS,0,4,1
109,7,CAN,SLANG FOR TOILET,2,4,2
110,7,KID,BABY ANIMALS,1,4,3
111,7,THIGH,LEG PARTS,0,4,4
112,8,LOCKSMITH,THINGS WITH KEYS,3,1,1
113,8,FIRE TRUCK,THINGS THAT ARE RED,2,1,2
114,8,KING,MATTRESS SIZES,1,1,3
115,8,PIANO,THINGS WITH KEYS,3,1,4
116,8,CHESS,BOARD GAMES,0,2,1
117,8,RUBY,THINGS THAT ARE RED,2,2,2
118,8,FLORIDA,THINGS WITH KEYS,3,2,3
119,8,TWIN,MATTRESS SIZES,1,2,4
120,8,CHERRY,THINGS THAT ARE RED,2,3,1
121,8,QUEEN,MATTRESS SIZES,1,3,2
122,8,STOP SIGN,THINGS THAT ARE RED,2,3,3
123,8,GO,BOARD GAMES,0,3,4
124,8,CHECKERS,BOARD GAMES,0,4,1
125,8,CRYPTOGRAPHY,THINGS WITH KEYS,3,4,2
126,8,FULL,MATTRESS SIZES,1,4,3
127,8,BACKGAMMON,BOARD GAMES,0,4,4
128,9,SQUASH,SPORTS,0,1,1
129,9,TEE,TOPS,1,1,2
130,9,CARROT,VEGETABLES,2,1,3
131,9,ANT,INSECTS,3,1,4
132,9,TANK,TOPS,1,2,1
133,9,CORN,VEGETABLES,2,2,2
134,9,CRICKET,SPORTS,0,2,3
135,9,MANTIS,INSECTS,3,2,4
136,9,POLO,SPORTS,0,3,1
137,9,ONION,VEGETABLES,2,3,2
138,9,BEETLE,INSECTS,3,3,3
139,9,BEET,VEGETABLES,2,3,4
140,9,CAMI,TOPS,1,4,1
141,9,TERMITE,INSECTS,3,4,2
142,9,HALTER,TOPS,1,4,3
143,9,FENCING,SPORTS,0,4,4
144,10,TWINS,ZODIAC SYMBOLS,3,1,1
145,10,TURKEY,BIRDS,2,1,2
146,10,GOAT,ZODIAC SYMBOLS,3,1,3
147,10,KIWI,FRUIT,0,1,4
148,10,SCALES,ZODIAC SYMBOLS,3,2,1
149,10,FISH,ZODIAC SYMBOLS,3,2,2
150,10,JORDAN,COUNTRIES,1,2,3
151,10,JAY,BIRDS,2,2,4
152,10,ORANGE,FRUIT,0,3,1
153,10,GEORGIA,COUNTRIES,1,3,2
154,10,DATE,FRUIT,0,3,3
155,10,CRANE,BIRDS,2,3,4
156,10,TOGO,COUNTRIES,1,4,1
157,10,SWALLOW,BIRDS,2,4,2
158,10,LEMON,FRUIT,0,4,3
159,10,CHAD,COUNTRIES,1,4,4
160,11,SUGAR,TERMS OF ENDEARMENT,1,1,1
161,11,ANGEL,THINGS WITH WINGS,2,1,2
162,11,GINGER,SPICE GIRLS,3,1,3
163,11,BIRD,THINGS WITH WINGS,2,1,4
164,11,BABY,SPICE GIRLS,3,2,1
165,11,CUMIN,SPICES BEGINNING WITH “C”,0,2,2
166,11,BOO,TERMS OF ENDEARMENT,1,2,3
167,11,SCARY,SPICE GIRLS,3,2,4
168,11,SWEETIE,TERMS OF ENDEARMENT,1,3,1
169,11,CORIANDER,SPICES BEGINNING WITH “C”,0,3,2
170,11,AIRPLANE,THINGS WITH WINGS,2,3,3
171,11,CLOVE,SPICES BEGINNING WITH “C”,0,3,4
172,11,PEGASUS,THINGS WITH WINGS,2,4,1
173,11,HONEY,TERMS OF ENDEARMENT,1,4,2
174,11,CARDAMOM,SPICES BEGINNING WITH “C”,0,4,3
175,11,POSH,SPICE GIRLS,3,4,4
176,12,LUST,DEADLY SINS,1,1,1
177,12,PRIDE,DEADLY SINS,1,1,2
178,12,TAN,TRIG FUNCTIONS,3,1,3
179,12,SCHOOL,ANIMAL GROUP NAMES,0,1,4
180,12,SLOTH,SLOW ANIMALS,2,2,1
181,12,SEC,TRIG FUNCTIONS,3,2,2
182,12,PACK,ANIMAL GROUP NAMES,0,2,3
183,12,COT,TRIG FUNCTIONS,3,2,4
184,12,SNAIL,SLOW ANIMALS,2,3,1
185,12,GREED,DEADLY SINS,1,3,2
186,12,SIN,TRIG FUNCTIONS,3,3,3
187,12,FLOCK,ANIMAL GROUP NAMES,0,3,4
188,12,POD,ANIMAL GROUP NAMES,0,4,1
189,12,LORIS,SLOW ANIMALS,2,4,2
190,12,ENVY,DEADLY SINS,1,4,3
191,12,TORTOISE,SLOW ANIMALS,2,4,4
192,13,KNEW,HOMOPHONES,3,1,1
193,13,GNOME,SILENT “G”,2,1,2
194,13,IOTA,GREEK LETTERS,1,1,3
195,13,FRONTIER,AIRLINES,0,1,4
196,13,DELTA,GREEK LETTERS,1,2,1
197,13,CHI,GREEK LETTERS,1,2,2
198,13,GNOCCHI,SILENT “G”,2,2,3
199,13,NEW,HOMOPHONES,3,2,4
200,13,SPIRIT,AIRLINES,0,3,1
201,13,BETA,GREEK LETTERS,1,3,2
202,13,VIRGIN,AIRLINES,0,3,3
203,13,GNAW,SILENT “G”,2,3,4
204,13,NU,HOMOPHONES,3,4,1
205,13,GNAT,SILENT “G”,2,4,2
206,13,UNITED,AIRLINES,0,4,3
207,13,GNU,HOMOPHONES,3,4,4
208,14,CANOPY,BEDS,0,1,1
209,14,LINK,VIDEO GAME CHARACTERS,3,1,2
210,14,PASSPORT,HONDAS,2,1,3
211,14,MARX,FAMOUS BROTHERS,1,1,4
212,14,PILOT,HONDAS,2,2,1
213,14,SONIC,VIDEO GAME CHARACTERS,3,2,2
214,14,WRIGHT,FAMOUS BROTHERS,1,2,3
215,14,ACCORD,HONDAS,2,2,4
216,14,MURPHY,BEDS,0,3,1
217,14,CRASH,VIDEO GAME CHARACTERS,3,3,2
218,14,CIVIC,HONDAS,2,3,3
219,14,BUNK,BEDS,0,3,4
220,14,MARIO,VIDEO GAME CHARACTERS,3,4,1
221,14,JONAS,FAMOUS BROTHERS,1,4,2
222,14,TRUNDLE,BEDS,0,4,3
223,14,WARNER,FAMOUS BROTHERS,1,4,4
224,15,SILVER,FICTIONAL PIRATES,3,1,1
225,15,TWEET,BIRD SOUNDS,0,1,2
226,15,ROD,FISHING GEAR,2,1,3
227,15,SPARROW,FICTIONAL PIRATES,3,1,4
228,15,BROWN,COLORS,1,2,1
229,15,TACKLE,FISHING GEAR,2,2,2
230,15,HOOK,FICTIONAL PIRATES,3,2,3
231,15,PINK,COLORS,1,2,4
232,15,CAW,BIRD SOUNDS,0,3,1
233,15,JONES,FICTIONAL PIRATES,3,3,2
234,15,VIOLET,COLORS,1,3,3
235,15,REEL,FISHING GEAR,2,3,4
236,15,TURQUOISE,COLORS,1,4,1
237,15,CHIRP,BIRD SOUNDS,0,4,2
238,15,LURE,FISHING GEAR,2,4,3
239,15,CLUCK,BIRD SOUNDS,0,4,4
240,16,BEAN,MR. ___,3,1,1
241,16,ESPRESSO,COFFEE DRINKS,0,1,2
242,16,ALMOND,TREE NUTS,1,1,3
243,16,FOREST,SHADES OF GREEN,2,1,4
244,16,PECAN,TREE NUTS,1,2,1
245,16,CLEAN,MR. ___,3,2,2
246,16,KELLY,SHADES OF GREEN,2,2,3
247,16,LATTE,COFFEE DRINKS,0,2,4
248,16,PEANUT,MR. ___,3,3,1
249,16,EMERALD,SHADES OF GREEN,2,3,2
250,16,AMERICANO,COFFEE DRINKS,0,3,3
251,16,FOX,MR. ___,3,3,4
252,16,OLIVE,SHADES OF GREEN,2,4,1
253,16,WALNUT,TREE NUTS,1,4,2
254,16,CAPPUCCINO,COFFEE DRINKS,0,4,3
255,16,CASHEW,TREE NUTS,1,4,4
256,17,TIDE,DETERGENTS,2,1,1
257,17,BERMUDA,___ TRIANGLE,3,1,2
258,17,STERN,SHIP DIRECTIONS,1,1,3
259,17,SCARF,NECKWEAR,0,1,4
260,17,LOVE,___ TRIANGLE,3,2,1
261,17,ASCOT,NECKWEAR,0,2,2
262,17,GAIN,DETERGENTS,2,2,3
263,17,BOW,SHIP DIRECTIONS,1,2,4
264,17,RIGHT,___ TRIANGLE,3,3,1
265,17,ERA,DETERGENTS,2,3,2
266,17,PORT,SHIP DIRECTIONS,1,3,3
267,17,BOLO,NECKWEAR,0,3,4
268,17,ACUTE,___ TRIANGLE,3,4,1
269,17,TIE,NECKWEAR,0,4,2
270,17,ALL,DETERGENTS,2,4,3
271,17,STARBOARD,SHIP DIRECTIONS,1,4,4
272,18,GREY,TITLE TV DOCTORS,2,1,1
273,18,CUP,AWARDS,1,1,2
274,18,BILL,NFL PLAYERS,3,1,3
275,18,RIBBON,AWARDS,1,1,4
276,18,QUAD,"MUSCLES, INFORMALLY",0,2,1
277,18,BEAR,NFL PLAYERS,3,2,2
278,18,HOUSE,TITLE TV DOCTORS,2,2,3
279,18,LAT,"MUSCLES, INFORMALLY",0,2,4
280,18,QUINN,TITLE TV DOCTORS,2,3,1
281,18,TRI,"MUSCLES, INFORMALLY",0,3,2
282,18,MEDAL,AWARDS,1,3,3
283,18,COMMANDER,NFL PLAYERS,3,3,4
284,18,BROWN,NFL PLAYERS,3,4,1
285,18,TROPHY,AWARDS,1,4,2
286,18,PEC,"MUSCLES, INFORMALLY",0,4,3
287,18,HOWSER,TITLE TV DOCTORS,2,4,4
288,19,CREAM,OFF-WHITE SHADES,0,1,1
289,19,GARLIC,ANTI-VAMPIRE,1,1,2
290,19,PORK,KINDS OF MEAT,2,1,3
291,19,ROW,SYNONYMS FOR ARGUMENT,3,1,4
292,19,MIRROR,ANTI-VAMPIRE,1,2,1
293,19,BEEF,KINDS OF MEAT,2,2,2
294,19,SPAT,SYNONYMS FOR ARGUMENT,3,2,3
295,19,EGGSHELL,OFF-WHITE SHADES,0,2,4
296,19,POULTRY,KINDS OF MEAT,2,3,1
297,19,STAKE,ANTI-VAMPIRE,1,3,2
298,19,TIFF,SYNONYMS FOR ARGUMENT,3,3,3
299,19,VANILLA,OFF-WHITE SHADES,0,3,4
300,19,IVORY,OFF-WHITE SHADES,0,4,1
301,19,QUARREL,SYNONYMS FOR ARGUMENT,3,4,2
302,19,VENISON,KINDS OF MEAT,2,4,3
303,19,CRUCIFIX,ANTI-VAMPIRE,1,4,4
304,20,KING,ROYAL AND NOBLE TITLES,1,1,1
305,20,OAT,GRAINS,0,1,2
306,20,STONE,BEST DIRECTOR OSCAR WINNERS,3,1,3
307,20,RICE,UNIVERSITIES,2,1,4
308,20,BARLEY,GRAINS,0,2,1
309,20,BONG,BEST DIRECTOR OSCAR WINNERS,3,2,2
310,20,DUKE,UNIVERSITIES,2,2,3
311,20,FORD,BEST DIRECTOR OSCAR WINNERS,3,2,4
312,20,BROWN,UNIVERSITIES,2,3,1
313,20,SPELT,GRAINS,0,3,2
314,20,LEE,BEST DIRECTOR OSCAR WINNERS,3,3,3
315,20,EARL,ROYAL AND NOBLE TITLES,1,3,4
316,20,HOWARD,UNIVERSITIES,2,4,1
317,20,BARON,ROYAL AND NOBLE TITLES,1,4,2
318,20,RYE,GRAINS,0,4,3
319,20,PRINCE,ROYAL AND NOBLE TITLES,1,4,4
320,21,OPERA,WEB BROWSERS,1,1,1
321,21,BABY,LIL ___ RAPPERS,3,1,2
322,21,WAYNE,LIL ___ RAPPERS,3,1,3
323,21,JO,“LITTLE WOMEN” SISTERS,2,1,4
324,21,POP,MUSIC GENRES,0,2,1
325,21,MEG,“LITTLE WOMEN” SISTERS,2,2,2
326,21,SAFARI,WEB BROWSERS,1,2,3
327,21,KIM,LIL ___ RAPPERS,3,2,4
328,21,RAP,MUSIC GENRES,0,3,1
329,21,CHROME,WEB BROWSERS,1,3,2
330,21,BETH,“LITTLE WOMEN” SISTERS,2,3,3
331,21,JAZZ,MUSIC GENRES,0,3,4
332,21,PUNK,MUSIC GENRES,0,4,1
333,21,JON,LIL ___ RAPPERS,3,4,2
334,21,AMY,“LITTLE WOMEN” SISTERS,2,4,3
335,21,EDGE,WEB BROWSERS,1,4,4
336,22,BITE,SOUND ___,3,1,1
337,22,STOP,TRAFFIC SIGNS,2,1,2
338,22,TRUNK,ANIMAL NOSES,1,1,3
339,22,BOXER,DOG BREEDS,0,1,4
340,22,WAVE,SOUND ___,3,2,1
341,22,YIELD,TRAFFIC SIGNS,2,2,2
342,22,MUZZLE,ANIMAL NOSES,1,2,3
343,22,BARRIER,SOUND ___,3,2,4
344,22,DETOUR,TRAFFIC SIGNS,2,3,1
345,22,HUSKY,DOG BREEDS,0,3,2
346,22,SNOUT,ANIMAL NOSES,1,3,3
347,22,ASLEEP,SOUND ___,3,3,4
348,22,DALMATIAN,DOG BREEDS,0,4,1
349,22,BEAK,ANIMAL NOSES,1,4,2
350,22,SLOW,TRAFFIC SIGNS,2,4,3
351,22,POODLE,DOG BREEDS,0,4,4
368,24,MILKY WAY,CANDY BARS,0,1,1
369,24,GENESIS,VIDEO GAME CONSOLES,1,1,2
370,24,HAMMER,EAR PARTS,2,1,3
371,24,SUM,BAND NAMES MINUS NUMBERS,3,1,4
372,24,SWITCH,VIDEO GAME CONSOLES,1,2,1
373,24,MAROON,BAND NAMES MINUS NUMBERS,3,2,2
374,24,BOUNTY,CANDY BARS,0,2,3
375,24,U,BAND NAMES MINUS NUMBERS,3,2,4
376,24,ANVIL,EAR PARTS,2,3,1
377,24,CRUNCH,CANDY BARS,0,3,2
378,24,BLINK,BAND NAMES MINUS NUMBERS,3,3,3
379,24,STIRRUP,EAR PARTS,2,3,4
380,24,HEATH,CANDY BARS,0,4,1
381,24,WII,VIDEO GAME CONSOLES,1,4,2
382,24,COCHLEA,EAR PARTS,2,4,3
383,24,DREAMCAST,VIDEO GAME CONSOLES,1,4,4
384,25,MOUSSE,DESSERTS,0,1,1
385,25,WALRUS,MUSTACHES,3,1,2
386,25,FUDGE,MILD OATHS,1,1,3
387,25,HORSESHOE,MUSTACHES,3,1,4
388,25,SHOOT,MILD OATHS,1,2,1
389,25,PENCIL,MUSTACHES,3,2,2
390,25,ELEPHANT,ANIMALS WITH TUSKS,2,2,3
391,25,FLAN,DESSERTS,0,2,4
392,25,NARWHAL,ANIMALS WITH TUSKS,2,3,1
393,25,HIPPO,ANIMALS WITH TUSKS,2,3,2
394,25,HECK,MILD OATHS,1,3,3
395,25,HANDLEBAR,MUSTACHES,3,3,4
396,25,TIRAMISU,DESSERTS,0,4,1
397,25,DARN,MILD OATHS,1,4,2
398,25,WARTHOG,ANIMALS WITH TUSKS,2,4,3
399,25,CHEESECAKE,DESSERTS,0,4,4
400,26,PETTY,TOMS,2,1,1
401,26,PARROT,SYNONYMS FOR IMITATE,1,1,2
402,26,POLAND,EUROPEAN COUNTRIES,0,1,3
403,26,CRUISE,TOMS,2,1,4
404,26,MIX,WORDS SPELLED WITH ROMAN NUMERALS,3,2,1
405,26,MIMIC,SYNONYMS FOR IMITATE,1,2,2
406,26,HOLLAND,TOMS,2,2,3
407,26,GREECE,EUROPEAN COUNTRIES,0,2,4
408,26,ECHO,SYNONYMS FOR IMITATE,1,3,1
409,26,MILD,WORDS SPELLED WITH ROMAN NUMERALS,3,3,2
410,26,LIVID,WORDS SPELLED WITH ROMAN NUMERALS,3,3,3
411,26,COPY,SYNONYMS FOR IMITATE,1,3,4
412,26,PORTUGAL,EUROPEAN COUNTRIES,0,4,1
413,26,WAITS,TOMS,2,4,2
414,26,DENMARK,EUROPEAN COUNTRIES,0,4,3
415,26,DILL,WORDS SPELLED WITH ROMAN NUMERALS,3,4,4
416,27,HEART,ORGANS,1,1,1
417,27,BERET,HATS,0,1,2
418,27,SPINE,PARTS OF A BOOK,2,1,3
419,27,POT,JACK ___,3,1,4
420,27,ASS,JACK ___,3,2,1
421,27,KIDNEY,ORGANS,1,2,2
422,27,FEZ,HATS,0,2,3
423,27,JACKET,PARTS OF A BOOK,2,2,4
424,27,BOWLER,HATS,0,3,1
425,27,RABBIT,JACK ___,3,3,2
426,27,LIVER,ORGANS,1,3,3
427,27,COVER,PARTS OF A BOOK,2,3,4
428,27,LUNG,ORGANS,1,4,1
429,27,PAGE,PARTS OF A BOOK,2,4,2
430,27,FEDORA,HATS,0,4,3
431,27,KNIFE,JACK ___,3,4,4
432,28,COCONUT,TROPICAL FRUITS,3,1,1
433,28,ZIP,FILE EXTENSIONS,1,1,2
434,28,PENGUIN,FLIGHTLESS BIRDS,2,1,3
435,28,DOC,SEVEN DWARFS,0,1,4
436,28,KIWI,FLIGHTLESS BIRDS,2,2,1
437,28,HAPPY,SEVEN DWARFS,0,2,2
438,28,TIFF,FILE EXTENSIONS,1,2,3
439,28,BANANA,TROPICAL FRUITS,3,2,4
440,28,EMU,FLIGHTLESS BIRDS,2,3,1
441,28,GRUMPY,SEVEN DWARFS,0,3,2
442,28,MANGO,TROPICAL FRUITS,3,3,3
443,28,GIF,FILE EXTENSIONS,1,3,4
444,28,PDF,FILE EXTENSIONS,1,4,1
445,28,OSTRICH,FLIGHTLESS BIRDS,2,4,2
446,28,BASHFUL,SEVEN DWARFS,0,4,3
447,28,PINEAPPLE,TROPICAL FRUITS,3,4,4
448,29,SKATE,FISH,2,1,1
449,29,ADD,ARITHMETIC OPERATIONS,1,1,2
450,29,COPY,___ CAT,3,1,3
451,29,FLY,WINGED INSECTS,0,1,4
452,29,ALLEY,___ CAT,3,2,1
453,29,TANG,FISH,2,2,2
454,29,MOTH,WINGED INSECTS,0,2,3
455,29,COOL,___ CAT,3,2,4
456,29,DIVIDE,ARITHMETIC OPERATIONS,1,3,1
457,29,SOLE,FISH,2,3,2
458,29,LAP,___ CAT,3,3,3
459,29,SUBTRACT,ARITHMETIC OPERATIONS,1,3,4
460,29,TETRA,FISH,2,4,1
461,29,GNAT,WINGED INSECTS,0,4,2
462,29,MULTIPLY,ARITHMETIC OPERATIONS,1,4,3
463,29,WASP,WINGED INSECTS,0,4,4
464,30,SPIRAL,PASTA SHAPES,1,1,1
465,30,HIP,JOINTS,2,1,2
466,30,MOTHER,MOVIES WITH “!”,3,1,3
467,30,RAVEN,NFL PLAYERS,0,1,4
468,30,ELBOW,PASTA SHAPES,1,2,1
469,30,AIRPLANE,MOVIES WITH “!”,3,2,2
470,30,KNEE,JOINTS,2,2,3
471,30,SHELL,PASTA SHAPES,1,2,4
472,30,COWBOY,NFL PLAYERS,0,3,1
473,30,SHOULDER,JOINTS,2,3,2
474,30,OKLAHOMA,MOVIES WITH “!”,3,3,3
475,30,BOWTIE,PASTA SHAPES,1,3,4
476,30,THEM,MOVIES WITH “!”,3,4,1
477,30,PACKER,NFL PLAYERS,0,4,2
478,30,WRIST,JOINTS,2,4,3
479,30,BRONCO,NFL PLAYERS,0,4,4
480,31,PAD,WORDS WITH “i”,2,1,1
481,31,LIMA,WORDS WITH TWO PRONUNCIATIONS,3,1,2
482,31,CONE,3-D SHAPES,1,1,3
483,31,TOMATO,VEGETABLES THAT ARE ALSO FRUITS,0,1,4
484,31,POLISH,WORDS WITH TWO PRONUNCIATIONS,3,2,1
485,31,PEPPER,VEGETABLES THAT ARE ALSO FRUITS,0,2,2
486,31,PHONE,WORDS WITH “i”,2,2,3
487,31,PYRAMID,3-D SHAPES,1,2,4
488,31,CUBE,3-D SHAPES,1,3,1
489,31,MOBILE,WORDS WITH TWO PRONUNCIATIONS,3,3,2
490,31,JOB,WORDS WITH TWO PRONUNCIATIONS,3,3,3
491,31,CUCUMBER,VEGETABLES THAT ARE ALSO FRUITS,0,3,4
492,31,EGGPLANT,VEGETABLES THAT ARE ALSO FRUITS,0,4,1
493,31,MAC,WORDS WITH “i”,2,4,2
494,31,SPHERE,3-D SHAPES,1,4,3
495,31,POD,WORDS WITH “i”,2,4,4
496,32,SOLE,SHOE PARTS,0,1,1
497,32,TROUBLE,BOARD GAMES,1,1,2
498,32,HUNT,FICTIONAL SPIES,2,1,3
499,32,CEMENT,RUBBER ___,3,1,4
500,32,SMART,FICTIONAL SPIES,2,2,1
501,32,TONGUE,SHOE PARTS,0,2,2
502,32,SOUL,RUBBER ___,3,2,3
503,32,BOND,FICTIONAL SPIES,2,2,4
504,32,LACE,SHOE PARTS,0,3,1
505,32,BAND,RUBBER ___,3,3,2
506,32,SORRY,BOARD GAMES,1,3,3
507,32,RYAN,FICTIONAL SPIES,2,3,4
508,32,CLUE,BOARD GAMES,1,4,1
509,32,HEEL,SHOE PARTS,0,4,2
510,32,DUCKIE,RUBBER ___,3,4,3
511,32,RISK,BOARD GAMES,1,4,4
512,33,TUG,BOATS,0,1,1
513,33,CHUCK,NICKNAMES THAT ARE VERBS,3,1,2
514,33,JUNK,BOATS,0,1,3
515,33,CLUB,SANDWICHES,1,1,4
516,33,SHANK,CUTS OF BEEF,2,2,1
517,33,ROB,NICKNAMES THAT ARE VERBS,3,2,2
518,33,SUB,SANDWICHES,1,2,3
519,33,FLANK,CUTS OF BEEF,2,2,4
520,33,CUBAN,SANDWICHES,1,3,1
521,33,FERRY,BOATS,0,3,2
522,33,LOIN,CUTS OF BEEF,2,3,3
523,33,SUE,NICKNAMES THAT ARE VERBS,3,3,4
524,33,JOSH,NICKNAMES THAT ARE VERBS,3,4,1
525,33,ROUND,CUTS OF BEEF,2,4,2
526,33,MELT,SANDWICHES,1,4,3
527,33,YACHT,BOATS,0,4,4
528,34,ROCK,ROCK PAPER SCISSORS,2,1,1
529,34,FUNK,MUSIC GENRES,1,1,2
530,34,BUCK,MALE ANIMALS,3,1,3
531,34,BOUQUET,PLEASANT SMELLS,0,1,4
532,34,SHOOT,ROCK PAPER SCISSORS,2,2,1
533,34,BULL,MALE ANIMALS,3,2,2
534,34,COUNTRY,MUSIC GENRES,1,2,3
535,34,JACK,MALE ANIMALS,3,2,4
536,34,SOUL,MUSIC GENRES,1,3,1
537,34,SCENT,PLEASANT SMELLS,0,3,2
538,34,SCISSORS,ROCK PAPER SCISSORS,2,3,3
539,34,BOAR,MALE ANIMALS,3,3,4
540,34,FRAGRANCE,PLEASANT SMELLS,0,4,1
541,34,PAPER,ROCK PAPER SCISSORS,2,4,2
542,34,BLUES,MUSIC GENRES,1,4,3
543,34,AROMA,PLEASANT SMELLS,0,4,4
